exposure	chip	outcome	n_nochip	hr_nochip	se_nochip	pval_nochip	lci_nochip	uci_nochip	n_chip	hr_chip	se_chip	pval_chip	lci_chip	uci_chip	pval_inter
final_smoking_score	TET2	composite_mi_cad_stroke_death	399143	0.954857306359227	0.00169018314179143	1.84721400407529e-164	0.95169938589527	0.958025705406868	5193	0.963552530733889	0.0140134152248043	0.00806155988173825	0.937447932811758	0.990384049062823	0.386235396741015
sleep_health_points	TET2	composite_mi_cad_stroke_death	399143	0.932656025443429	0.00273320906934615	1.6050474499582e-143	0.927673153710289	0.937665662002747	5193	0.937112594206156	0.0207514365295315	0.00174810803881944	0.899762978455679	0.976012611373573	0.99513591037952
bmi_points	TET2	composite_mi_cad_stroke_death	399143	0.913006831952423	0.00195480121092456	0	0.909515484923512	0.916511581176545	5193	0.938419821109235	0.0153813206779476	3.59392324965766e-05	0.910551613723753	0.967140958708857	0.0916663094898836
Blood_lipid_points	TET2	composite_mi_cad_stroke_death	399143	0.969582158257962	0.00195401315495203	2.7175691312893e-56	0.965875958483041	0.973302579234531	5193	0.992754977597548	0.0149461033417368	0.626607215357931	0.964095214236943	1.02226671286275	0.109371965528727
HbA1c_score	TET2	composite_mi_cad_stroke_death	399143	0.910585077760661	0.002154182081907	0	0.906748583699586	0.914437804200749	5193	0.914332659186416	0.0166406756821035	7.3645609790788e-08	0.88499265004903	0.944645372601215	0.943749487504411
diet_score	DNMT3A	composite_mi_cad_stroke_death	389276	0.972512529875897	0.0017913088299154	1.36629368769608e-54	0.969104121657378	0.975932925708878	15060	0.981109658595798	0.00854588455574345	0.0256410460815501	0.964813298762233	0.99768127514915	0.218932667150285
BP_Score	DNMT3A	composite_mi_cad_stroke_death	389276	0.929893849668374	0.00236079844016669	3.76491196943483e-208	0.925601095628125	0.934206512649243	15060	0.930107664723128	0.0115655076965966	3.7344128039413e-10	0.909261170705673	0.951432103171536	0.87017891871724
PA_score	DNMT3A	composite_mi_cad_stroke_death	389276	0.983859851126245	0.00204425940229148	1.72369501200807e-15	0.979925731282952	0.987809765328689	15060	0.968438779464243	0.00974096911020721	0.000993781787509576	0.950124777317265	0.987105790692394	0.102127592958176
final_smoking_score	DNMT3A	composite_mi_cad_stroke_death	389276	0.954548185739855	0.00171515624038075	5.5325275140633e-162	0.951344721590931	0.957762436917203	15060	0.96476251171477	0.00811038192569534	9.72791559364116e-06	0.949547839363624	0.980220969839688	0.177575036333574
sleep_health_points	DNMT3A	composite_mi_cad_stroke_death	389276	0.932579432817146	0.0027674514824566	2.29234663095079e-140	0.927534717735025	0.937651585309181	15060	0.93591487947601	0.0133599680236279	7.14416401428855e-07	0.911725971839915	0.960745540523437	0.821103279053928
bmi_points	DNMT3A	composite_mi_cad_stroke_death	389276	0.913187201725524	0.00198074919312259	0	0.909648901669663	0.916739264857736	15060	0.918104017527179	0.00952059434004995	2.84095756248366e-19	0.901131027025312	0.935396697838781	0.52088732258939
Blood_lipid_points	DNMT3A	composite_mi_cad_stroke_death	389276	0.969515682190349	0.0019801408226498	4.23394652405219e-55	0.965760279355969	0.9732856880797	15060	0.980323671944364	0.00939799320761068	0.0344687019245609	0.962431665169855	0.998548298600371	0.236653318842012
HbA1c_score	DNMT3A	composite_mi_cad_stroke_death	389276	0.910699371131502	0.00218445563784544	0	0.90680858837163	0.914606847811876	15060	0.909908313136067	0.0102442901107881	3.08372867541189e-20	0.891820964486007	0.92836249794968	0.862069055042362
diet_score	non_DNMT3A	composite_mi_cad_stroke_death	391642	0.973075368684813	0.00179197810776454	2.19970015194898e-52	0.969663715892537	0.976499024993962	12694	0.969140564085024	0.00847999418417483	0.000218661471583322	0.953166099025912	0.985382751143675	0.704975227430758
BP_Score	non_DNMT3A	composite_mi_cad_stroke_death	391642	0.929268725066635	0.00236353677807776	1.70363177091286e-211	0.924973892457659	0.933583499413739	12694	0.945878598493077	0.0112305674505253	7.25429816063762e-07	0.925285854519669	0.966929645273432	0.093619989261798
PA_score	non_DNMT3A	composite_mi_cad_stroke_death	391642	0.983019009205975	0.00204649236528075	5.81751916772916e-17	0.97908396660579	0.986969867160914	12694	0.987809077438437	0.0094970768525367	0.196516978372368	0.969592140173877	1.00636827903204	0.713735371605015
final_smoking_score	non_DNMT3A	composite_mi_cad_stroke_death	391642	0.954514250503046	0.00171611521309365	4.75694372850242e-162	0.951309112204187	0.957730187512212	12694	0.967484784862296	0.00800403824225092	3.6297965510903e-05	0.952425674422723	0.982781999768519	0.0907821746600827
sleep_health_points	non_DNMT3A	composite_mi_cad_stroke_death	391642	0.932557549428445	0.00276886936233989	2.56446491915468e-140	0.927510375173904	0.937632188570321	12694	0.936852032974437	0.0132047858190276	7.81746841286645e-07	0.912916527156896	0.96141509719595	0.821314826667865
bmi_points	non_DNMT3A	composite_mi_cad_stroke_death	391642	0.912465662251022	0.00198054991725727	0	0.908930512927426	0.916014561009324	12694	0.936680970585153	0.00954025697278019	7.05803776028935e-12	0.919329118085104	0.954360330154499	0.00832102206264305
Blood_lipid_points	non_DNMT3A	composite_mi_cad_stroke_death	391642	0.969393598200948	0.00198057906826715	1.64463664510413e-55	0.965637838826111	0.973163965255718	12694	0.981685115828949	0.00937023362560434	0.0485295311087761	0.963820699095182	0.999880649528286	0.196619016407583
HbA1c_score	non_DNMT3A	composite_mi_cad_stroke_death	391642	0.910096940433885	0.00218566754820103	0	0.906206578924265	0.914004003337014	12694	0.92331172167269	0.0100989368689502	2.77406590382678e-15	0.905215784837823	0.941769409744573	0.16873762000969
diet_score	CHIP	Coronary_Artery_Disease_INTERMEDIATE	383156	0.973138801774522	0.00184249848364697	2.02926748076527e-49	0.969630910801785	0.976659383451464	27477	0.972131530166096	0.00611500022898173	3.79868209568231e-06	0.960549901176553	0.983852802218312	0.931674142004641
BP_Score	CHIP	Coronary_Artery_Disease_INTERMEDIATE	383156	0.928014092257838	0.00243545227890847	1.21354802434535e-206	0.923594866701347	0.932454462967062	27477	0.945769987622852	0.00816543597241315	8.59388487508744e-12	0.930754397118648	0.961027820289852	0.0274285992435566
PA_score	CHIP	Coronary_Artery_Disease_INTERMEDIATE	383156	0.979861380476413	0.00211227548939352	5.89223382881064e-22	0.975813155726707	0.983926399551476	27477	0.976419932167693	0.00691198149015642	0.00055574202859522	0.963281338845078	0.989737728208699	0.597890184397496
final_smoking_score	CHIP	Coronary_Artery_Disease_INTERMEDIATE	383156	0.953210242158551	0.00176445524633454	2.01475246402377e-162	0.949919478432415	0.956512405930845	27477	0.964820322639613	0.00577969430041641	5.77634042268769e-10	0.953952516526351	0.975811939118348	0.0503343591414381
sleep_health_points	CHIP	Coronary_Artery_Disease_INTERMEDIATE	383156	0.929087999900402	0.00281708143495852	2.86437306264918e-150	0.923972289596425	0.934232034096999	27477	0.933514119967344	0.00948003705881538	3.94980265270853e-13	0.91632907972228	0.951021452295853	0.685485371033892
bmi_points	CHIP	Coronary_Artery_Disease_INTERMEDIATE	383156	0.908486305381726	0.00203468838754596	0	0.90487055279628	0.912116506074384	27477	0.926268693826802	0.00684358540390152	4.4808608703083e-29	0.913927437043208	0.938776601279612	0.00620802706263558
Blood_lipid_points	CHIP	Coronary_Artery_Disease_INTERMEDIATE	383156	0.976147981660229	0.00202929279464282	1.23705915237994e-32	0.972273219207509	0.98003818605228	27477	0.986381914011556	0.00672858534815828	0.0415676868560483	0.973459120255505	0.999476259499967	0.115604599904819
HbA1c_score	CHIP	Coronary_Artery_Disease_INTERMEDIATE	383156	0.903143872697728	0.00219578758417041	0	0.899265396216947	0.907039076809613	27477	0.911547445401854	0.00718897427206389	5.65093508439707e-38	0.898793684871902	0.924482180064571	0.247034398879161
diet_score	ASXL1	Coronary_Artery_Disease_INTERMEDIATE	408100	0.972784133136578	0.00177293065150648	1.28773632828423e-54	0.969409691076546	0.976170321375054	2533	1.00606500894401	0.0176950160875666	0.732563749951966	0.971771190035371	1.04156905720232	0.0780799484218629
BP_Score	ASXL1	Coronary_Artery_Disease_INTERMEDIATE	408100	0.929397332077444	0.00234538541190012	6.01604162447424e-214	0.925134817114102	0.933679486377103	2533	0.933485015678922	0.023802239580613	0.00383090284350914	0.890936697847652	0.978065306550078	0.90935541032236
PA_score	ASXL1	Coronary_Artery_Disease_INTERMEDIATE	408100	0.979583310190299	0.00203074609416436	3.05779337243494e-24	0.975692132221647	0.983490006646272	2533	0.98015329463035	0.0195611767296882	0.305457505007243	0.943286242053582	1.01846124553162	0.909704149542476
final_smoking_score	ASXL1	Coronary_Artery_Disease_INTERMEDIATE	408100	0.954087484722522	0.00169914185749248	2.05978539194051e-168	0.950915413183662	0.957270137683986	2533	0.966317090127592	0.0147167905351782	0.0199028701703096	0.938842423082914	0.99459578701866	0.456337199446443
sleep_health_points	ASXL1	Coronary_Artery_Disease_INTERMEDIATE	408100	0.929415689046835	0.00271310138551741	2.54488037213824e-160	0.92448656296432	0.934371095969885	2533	0.938590797509204	0.0277719913529347	0.0224893489956689	0.888866891534001	0.991096297499192	0.767417385712288
bmi_points	ASXL1	Coronary_Artery_Disease_INTERMEDIATE	408100	0.909539687994136	0.00195921740927059	0	0.906053756894021	0.913039030788142	2533	0.958589509753887	0.0205130486447455	0.0392335981032212	0.920814041756869	0.997914678252508	0.0182091735112509
Blood_lipid_points	ASXL1	Coronary_Artery_Disease_INTERMEDIATE	408100	0.977049125041062	0.00195161230130904	1.2266702274582e-32	0.973318963027404	0.980793582582884	2533	0.972164798456139	0.0202476538127918	0.163247314850018	0.934340248439124	1.01152058571395	0.782348690526019
HbA1c_score	ASXL1	Coronary_Artery_Disease_INTERMEDIATE	408100	0.903778484025754	0.00211144506445664	0	0.900046055046398	0.907526391130931	2533	0.916001531504458	0.0205304554218126	1.92413939197197e-05	0.879874323798353	0.953612104620075	0.443430759498003
diet_score	TET2	Coronary_Artery_Disease_INTERMEDIATE	405337	0.973040464203852	0.00177891165525983	2.89366541220266e-53	0.969653766086576	0.976438991001157	5296	0.97274042703195	0.0137008299883115	0.0436693619947547	0.946966897393991	0.999215432964199	0.843901373244988
BP_Score	TET2	Coronary_Artery_Disease_INTERMEDIATE	405337	0.929235575086657	0.00235279750221487	1.28794739902912e-213	0.924960364598263	0.933530545799835	5296	0.941584076972939	0.0184951444319696	0.00113609757209531	0.908063062444568	0.97634251482738	0.415416825553354
PA_score	TET2	Coronary_Artery_Disease_INTERMEDIATE	405337	0.97930637414405	0.00203727425670995	1.02294730291817e-24	0.975403815906531	0.983224546387327	5296	0.995586833757319	0.0155934858751377	0.776686443435169	0.965619317488378	1.0264843770204	0.356702875751818
final_smoking_score	TET2	Coronary_Artery_Disease_INTERMEDIATE	405337	0.954056285958196	0.00170023583026288	1.97950747043142e-168	0.950882279312629	0.957240887309759	5296	0.958062784714303	0.0137906357505049	0.0018925336108025	0.932513998972795	0.984311549709297	0.624217123482715
sleep_health_points	TET2	Coronary_Artery_Disease_INTERMEDIATE	405337	0.929278295783924	0.00272334112067579	9.08882147468479e-160	0.924331347296807	0.934251719949277	5296	0.940496821290411	0.0207449577263796	0.00310445658538345	0.903023790305032	0.979524881131405	0.668855506217882
bmi_points	TET2	Coronary_Artery_Disease_INTERMEDIATE	405337	0.909438498464307	0.00196625718892766	0	0.905940455192373	0.912950048481262	5296	0.94140638745789	0.0153248362048808	8.14702992241031e-05	0.91355061949524	0.970111526864475	0.0317402795765104
Blood_lipid_points	TET2	Coronary_Artery_Disease_INTERMEDIATE	405337	0.976546662720528	0.00195952444169955	9.18205019698849e-34	0.97280333312463	0.980304396580872	5296	1.00552078181568	0.0148189925222517	0.710247947972896	0.976735789928334	1.03515408474731	0.0546451693040976
HbA1c_score	TET2	Coronary_Artery_Disease_INTERMEDIATE	405337	0.903796757624035	0.00211809206120141	0	0.900052527330777	0.907556563964316	5296	0.906739094057622	0.0161850254344244	1.45898100509029e-09	0.878426890772095	0.935963815918459	0.870826548430279
diet_score	DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	395281	0.972937447042506	0.00180264784292338	2.62332245392978e-52	0.969506003001552	0.976381036246222	15352	0.975426295379664	0.00857163215597481	0.00369988292762095	0.959175931523294	0.991951972989002	0.656908328641306
BP_Score	DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	395281	0.92887711399923	0.00238333538697614	2.10149442096956e-210	0.924548213929238	0.933226282753466	15352	0.941801643310392	0.0115241471063646	1.96054837256743e-07	0.920767691518527	0.963316093204067	0.201634598637936
PA_score	DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	395281	0.980118069270932	0.00206490878374878	2.34787946364751e-22	0.976159403570779	0.984092788736554	15352	0.967832870092575	0.00975091756466948	0.000799100582887006	0.949511811864537	0.986507437534928	0.191494304300898
final_smoking_score	DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	395281	0.953622111182942	0.00172491775905302	7.58318541520213e-167	0.950403571431711	0.95685155051246	15352	0.965091682050547	0.00814426054362729	1.28379852943706e-05	0.949808748335702	0.98062052639039	0.150423417024421
sleep_health_points	DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	395281	0.929268705955942	0.00275769519603305	6.61664748099012e-156	0.924259573485216	0.934304986003852	15352	0.934213686345933	0.0133032162102742	3.13225380773759e-07	0.91016998033841	0.958892548215618	0.734606134933892
bmi_points	DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	395281	0.909502277823066	0.00199225379245341	0	0.905957827324049	0.913060595556254	15352	0.920096121970469	0.00955582404007	2.91262011707665e-18	0.903023948428345	0.937491054515785	0.215248797199262
Blood_lipid_points	DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	395281	0.976610358818687	0.00198559087989925	9.35162976954203e-33	0.972817083266854	0.980418425372507	15352	0.986655096793776	0.00939074173440292	0.152534154147156	0.968661301536228	1.00498314373172	0.266140809496392
HbA1c_score	DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	395281	0.903747826247811	0.00214700829089169	0	0.899952792604653	0.907558863264114	15352	0.906556775768241	0.0101134842585566	3.01258672087585e-22	0.888763877101502	0.924705885180175	0.783134713893316
diet_score	non_DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	397682	0.973287598062301	0.00180377286045193	6.26058016843801e-51	0.969852780555207	0.976734580272682	12951	0.968379126416786	0.00846314986513593	0.000146665265753991	0.952448656097181	0.984576046673592	0.667704209840506
BP_Score	non_DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	397682	0.928759977433821	0.00238565278251656	1.03673348880645e-210	0.924427424492378	0.933112835933594	12951	0.944995996554383	0.0112472486575226	4.90268994331005e-07	0.924392244631054	0.966058984906602	0.113451046716248
PA_score	non_DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	397682	0.979408500366329	0.00206712230861126	7.85488742515582e-24	0.975448468669294	0.983384608618451	12951	0.984233098336443	0.00951433006689417	0.0948447283632142	0.966049440247949	1.00275902195267	0.71464423649241
final_smoking_score	non_DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	397682	0.95367949485867	0.00172649377614877	3.95546553379343e-166	0.950457825524977	0.956912084354224	12951	0.965650517671607	0.00797728577064112	1.17809739834075e-05	0.950669803998961	0.980867298358475	0.108033338339423
sleep_health_points	non_DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	397682	0.929233677974984	0.00275956294331591	7.42840470465531e-156	0.924221350999799	0.934273188288532	12951	0.935028306316126	0.0131016932854135	2.93669284518532e-07	0.911323515932727	0.959349691220898	0.701643377385304
bmi_points	non_DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	397682	0.908957315764896	0.00199260411820111	0	0.905414367373874	0.912514127955472	12951	0.933714437251684	0.00951349759056996	5.62849191724341e-13	0.916465604267992	0.951287911157975	0.00580899900983536
Blood_lipid_points	non_DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	397682	0.97634906470857	0.00198638122807678	1.94882685772878e-33	0.972555297513607	0.980157630722238	12951	0.990915560406833	0.00933394377788259	0.328214352493049	0.972952371282416	1.0092103959438	0.131750223063968
HbA1c_score	non_DNMT3A	Coronary_Artery_Disease_INTERMEDIATE	397682	0.903228421860727	0.0021488665565979	0	0.899432293450761	0.907040572144724	12951	0.917736635628208	0.00990471129249295	4.43385254413989e-18	0.900092542245506	0.935726597926257	0.125397322361384
diet_score	CHIP	Coronary_Artery_Disease_Death	399596	0.95404361092964	0.00742999021647526	2.42173152399084e-10	0.940251009439729	0.968038536962625	29088	0.989077503799529	0.0229604323928766	0.632417796343659	0.94555407064224	1.03460430121975	0.191759685196431
BP_Score	CHIP	Coronary_Artery_Disease_Death	399596	0.920196717599078	0.00997396659434319	7.52459825159991e-17	0.902382831652871	0.938362266410948	29088	0.928787411660318	0.0310853083295721	0.0174759832740495	0.873889373044523	0.987134164423262	0.945821570719025
PA_score	CHIP	Coronary_Artery_Disease_Death	399596	0.932649379148718	0.00907136360229868	1.51356462148792e-14	0.916213837840822	0.949379750120746	29088	0.970298370725912	0.0259202910866018	0.24473000259991	0.922235658579734	1.02086589200342	0.13043931164575
final_smoking_score	CHIP	Coronary_Artery_Disease_Death	399596	0.908237686415182	0.00646705258952071	4.24985181133219e-50	0.896798252681871	0.919823039973545	29088	0.934285834224478	0.0202469823350267	0.000787405513658827	0.897936243631456	0.972106902047261	0.212854980582816
sleep_health_points	CHIP	Coronary_Artery_Disease_Death	399596	0.901940502265296	0.0107045823434749	5.34751814471466e-22	0.883214382578306	0.921063657559324	29088	0.889419850010932	0.0322858534385182	0.000283821615054442	0.834881907167609	0.947520437084589	0.771996505518264
bmi_points	CHIP	Coronary_Artery_Disease_Death	399596	0.891948878372789	0.0083013329068177	3.63038644647269e-43	0.877554012520242	0.906579868908212	29088	0.884622470192291	0.0258522655952879	2.11502707522201e-06	0.840915733651861	0.930600871707663	0.769132365726119
Blood_lipid_points	CHIP	Coronary_Artery_Disease_Death	399596	1.01070011585392	0.00807848249782658	0.18767630430049	0.994823186106912	1.02683043424496	29088	1.03627153863214	0.0249509792383687	0.153300925104208	0.986813900223702	1.08820791998935	0.27702104213191
HbA1c_score	CHIP	Coronary_Artery_Disease_Death	399596	0.842126274213109	0.00751455844878348	1.02106711266231e-115	0.829814107179772	0.854621120060587	29088	0.845051020631156	0.0229002062732158	1.95520922301616e-13	0.807960705430452	0.883844007103421	0.886028543591052
diet_score	ASXL1	Coronary_Artery_Disease_Death	425908	0.95679070000988	0.00712309677038586	5.6090867485473e-10	0.94352574405331	0.970242146963266	2776	0.998668407670607	0.0567336001506176	0.981262122788389	0.893572065189162	1.11612552286784	0.61428238159874
BP_Score	ASXL1	Coronary_Artery_Disease_Death	425908	0.920070548393346	0.00957459381387808	3.30067783458206e-18	0.902965630379636	0.937499485628179	2776	0.969799838954837	0.0741406376174734	0.679157068715963	0.838635963589819	1.12147793377585	0.547540952013188
PA_score	ASXL1	Coronary_Artery_Disease_Death	425908	0.937138491817203	0.00862253916262311	5.08990075078679e-14	0.921434051919158	0.953110589972502	2776	0.893393706185587	0.071173035160341	0.113226248818929	0.777070265851042	1.02713016998262	0.564144357059032
final_smoking_score	ASXL1	Coronary_Artery_Disease_Death	425908	0.910772678568438	0.00622310852108462	5.55254048729872e-51	0.899731394286679	0.921949458798616	2776	0.91852120798968	0.0442566847575099	0.054808114021584	0.842205028176445	1.00175275770268	0.946122318838513
sleep_health_points	ASXL1	Coronary_Artery_Disease_Death	425908	0.903009721347348	0.0102765674692758	3.15668940516693e-23	0.885003515083886	0.921382280352326	2776	0.78167433421717	0.0713478429412296	0.000555745072287684	0.679664299358783	0.898994938163307	0.0730727243041048
bmi_points	ASXL1	Coronary_Artery_Disease_Death	425908	0.892569547272135	0.00796379749640102	3.32091286321135e-46	0.878745813060004	0.906610745538977	2776	0.807632662938944	0.0684706500449139	0.00180676078943873	0.706206241770532	0.923626101930987	0.159953609245915
Blood_lipid_points	ASXL1	Coronary_Artery_Disease_Death	425908	1.01291245191301	0.00773885392227466	0.0973493640913547	0.997664653170239	1.02839329025056	2776	1.0359475917897	0.0640787071203138	0.581535387275863	0.913679520857401	1.17457750604697	0.615224135429373
HbA1c_score	ASXL1	Coronary_Artery_Disease_Death	425908	0.843834172316438	0.00721546246431624	1.88800328420594e-122	0.831984616138113	0.855852496016301	2776	0.774029286034836	0.0520311788082103	8.52603201679318e-07	0.698985832362235	0.857129440828374	0.114970267219744
diet_score	TET2	Coronary_Artery_Disease_Death	423073	0.957287730058824	0.00711108979970339	8.33154012813368e-10	0.944038099277027	0.970723320195426	5611	0.962445851638525	0.0645224588727301	0.553018794605371	0.848114890722232	1.09218931004429	0.916317249158786
BP_Score	TET2	Coronary_Artery_Disease_Death	423073	0.920156487887805	0.00955922339417432	3.18017886759899e-18	0.903077177397327	0.937558808253995	5611	0.977827259028356	0.0849022217117325	0.791706725071152	0.827929272384811	1.15486452815562	0.578149306583982
PA_score	TET2	Coronary_Artery_Disease_Death	423073	0.933842306109676	0.00864977852492046	2.50794184854815e-15	0.918144083905114	0.9498089330066	5611	1.10473728580333	0.0628455914530895	0.112976118122531	0.976708006034813	1.24954895741952	0.00528715777181538
final_smoking_score	TET2	Coronary_Artery_Disease_Death	423073	0.910281255287583	0.00619186527474639	4.69104086096313e-52	0.899300996107106	0.921395580917661	5611	0.939802379925673	0.0606927867131021	0.306331691376425	0.834400867171111	1.05851821116676	0.605599797750959
sleep_health_points	TET2	Coronary_Artery_Disease_Death	423073	0.899869073640477	0.0102126056581648	5.10481857296254e-25	0.882036060181765	0.918062635135006	5611	0.9721100141349	0.10249713651967	0.78256988764665	0.795187777776614	1.18839588081147	0.369250634842145
bmi_points	TET2	Coronary_Artery_Disease_Death	423073	0.89111257183857	0.00795270757308739	1.27933163792944e-47	0.877330471953418	0.905111176545243	5611	0.899323795181764	0.0716845108382306	0.138802300518513	0.781444463024779	1.03498498850389	0.87240329244023
Blood_lipid_points	TET2	Coronary_Artery_Disease_Death	423073	1.01256526052783	0.0077336050260032	0.106389105305596	0.997332948360735	1.02803021650193	5611	1.08158405040571	0.067632024418909	0.246208181401501	0.947309277844219	1.23489137650396	0.382680059662468
HbA1c_score	TET2	Coronary_Artery_Disease_Death	423073	0.843355938079183	0.00719285450067562	5.08979807908977e-124	0.831549943335845	0.855329549347538	5611	0.777861163647665	0.0600959320450768	2.91376281953086e-05	0.691430190948169	0.875096282795463	0.322241838050826
diet_score	DNMT3A	Coronary_Artery_Disease_Death	412553	0.955384141299741	0.00723676074350767	2.84615905599119e-10	0.941928822157988	0.96903166776008	16131	0.997510607134231	0.0331050985419373	0.939983648802199	0.934842421171743	1.06437982360506	0.209716338849887
BP_Score	DNMT3A	Coronary_Artery_Disease_Death	412553	0.921308234957169	0.00971442603724943	3.25583017541072e-17	0.903932536029586	0.939017935484637	16131	0.913561173042244	0.0453540867692728	0.04622706533231	0.83585734830003	0.998488580124013	0.933426913419406
